id_cliente,marca_rec,sku,len_marca_rec,desc_rec,desc_giro,desc_subgiro,categoria_cliente_2,fecha_creacion,antiguedad,new_segment,dias_de_visita__c,periodo_de_visita__c,ultima_visita,cod_compania,cod_sucursal,cod_cliente,cod_modulo,cod_ruta,peso,marca_rec_rank
MX|0030|1557278,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557278,10651,1065,2,2
MX|0030|1557291,ENERGIZANTE,599228,1,VOLT FRUTOS DEL BOSQUE LATA 473 ML 12,BODEGA Y PARTICULARES,MINIMARKET INDEPENDIENTE,Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557291,10651,1065,1,1
MX|0030|1557297,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1557297,10651,1065,1,1
MX|0030|1557305,ENERGIZANTE,599228,1,VOLT FRUTOS DEL BOSQUE LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557305,10651,1065,1,1
MX|0030|1557307,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557307,10651,1065,1,1
MX|0030|1557309,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,MINIMARKET INDEPENDIENTE,Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557309,10651,1065,1,1
MX|0030|1557313,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1557313,10651,1065,1,1
MX|0030|1557314,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557314,10651,1065,1,1
MX|0030|1557316,ATUN,800054,2,D GUSSTO ATUN EN AGUA LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557316,10651,1065,10,1
MX|0030|1557317,JUGOS LIGEROS,598901,3,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1557317,10651,1065,2,1
MX|0030|1557317,ATUN,800054,3,D GUSSTO ATUN EN AGUA LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1557317,10651,1065,10,2
MX|0030|1557318,ENERGIZANTE,517263,2,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1557318,10651,1065,1,1
MX|0030|1557327,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1557327,10651,1065,2,1
MX|0030|1557426,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557426,10651,1065,1,1
MX|0030|1557428,ENERGIZANTE,599228,2,VOLT FRUTOS DEL BOSQUE LATA 473 ML 12,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557428,10651,1065,1,1
MX|0030|1557428,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557428,10651,1065,2,2
MX|0030|1557434,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557434,10651,1065,1,1
MX|0030|1557570,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557570,10741,1074,1,1
MX|0030|1557576,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557576,10741,1074,1,1
MX|0030|1557581,ENERGIZANTE,522512,2,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557581,10741,1074,1,1
MX|0030|1557581,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1557581,10741,1074,2,2
MX|0030|1557583,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1557583,10741,1074,1,1
MX|0030|1562075,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1562075,10741,1074,1,1
MX|0030|1562457,NECTAR,522633,2,PULP DURAZNO PET NO RETORNABLE 450 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1562457,10741,1074,3,1
MX|0030|1562458,ENERGIZANTE,517146,2,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,LICORERIAS,LICORERIAS,Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1562458,10741,1074,1,1
MX|0030|1562458,BEBIDAS DEPORTIVAS,599565,2,SPORADE UVA PET NO RETORNABLE 625 ML 6,LICORERIAS,LICORERIAS,Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1562458,10741,1074,2,2
MX|0030|1562471,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1562471,10741,1074,2,1
MX|0030|1562488,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1562488,10741,1074,1,1
MX|0030|1562669,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1562669,10741,1074,1,1
MX|0030|1562672,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1562672,10741,1074,1,1
MX|0030|1562675,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1562675,10741,1074,1,1
MX|0030|1562677,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1562677,10741,1074,1,1
MX|0030|1562679,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1562679,10741,1074,1,1
MX|0030|1563305,ENERGIZANTE,517263,3,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1563305,10741,1074,1,1
MX|0030|1563305,JUGOS LIGEROS,598901,3,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1563305,10741,1074,2,2
MX|0030|1563316,JUGOS LIGEROS,598901,1,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1563316,10741,1074,2,1
MX|0030|1563317,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1563317,10741,1074,1,1
MX|0030|1563323,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1563323,10741,1074,1,1
MX|0030|1563324,ENERGIZANTE,517263,2,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1563324,10741,1074,1,1
MX|0030|1563324,CONSERVA DE PESCADO,800058,2,D GUSSTO ATUN AGUA CON ACEITE LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-03-22,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,112,1563324,10741,1074,11,2
MX|0030|1563330,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2016-03-22,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1563330,10741,1074,1,1
MX|0030|1590224,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-12-08,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1590224,10651,1065,1,1
MX|0030|1590573,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2016-12-19,old_client,BLINDAR,1,F1,2026-01-12,0030,112,1590573,10651,1065,1,1
MX|0030|1590894,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-01-11,old_client,DESARROLLAR,1,F1,2026-01-12,0030,112,1590894,10651,1065,1,1
MX|0030|1591733,ENERGIZANTE,517146,1,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1591733,11581,1158,1,1
MX|0030|1592216,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,DESARROLLAR,1,F1,2026-01-12,0030,84,1592216,11551,1155,1,1
MX|0030|1592216,BEBIDAS DEPORTIVAS,599590,2,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,DESARROLLAR,1,F1,2026-01-12,0030,84,1592216,11551,1155,3,2
MX|0030|1592348,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1592348,11581,1158,1,1
MX|0030|1592436,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1592436,11551,1155,1,1
MX|0030|1592449,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1592449,11581,1158,1,1
MX|0030|1592451,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1592451,11581,1158,1,1
MX|0030|1593128,ENERGIZANTE,522512,2,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1593128,11581,1158,1,1
MX|0030|1593128,ATUN,800054,2,D GUSSTO ATUN EN AGUA LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1593128,11581,1158,10,2
MX|0030|1594381,ENERGIZANTE,522512,4,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1594381,11551,1155,1,1
MX|0030|1595256,ENERGIZANTE,522713,7,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1595256,11551,1155,1,1
MX|0030|1596020,CAFE,800060,3,D GUSSTO CAFE SUPREMO VIDRIO NO RETORNABLE 50 GRS 1,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1596020,11551,1155,2,1
MX|0030|1597126,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,1,F1,2026-01-12,0030,84,1597126,11551,1155,1,1
MX|0030|1597390,ENERGIZANTE,522713,6,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,1,F1,2026-01-12,0030,84,1597390,11551,1155,1,1
MX|0030|1597390,JUGOS LIGEROS,523278,6,CIFRUT MORA PET NO RETORNABLE 300 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,1,F1,2026-01-12,0030,84,1597390,11551,1155,2,2
MX|0030|1598295,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598295,11551,1155,1,1
MX|0030|1598411,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598411,11581,1158,1,1
MX|0030|1598453,ENERGIZANTE,522512,3,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598453,11581,1158,1,1
MX|0030|1598453,JUGOS LIGEROS,509826,3,CIFRUT .625ML NARANJA MANDARINA LIMON PET NO RETORNABLE 12PACK,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598453,11581,1158,2,2
MX|0030|1598453,BEBIDAS DEPORTIVAS,599587,3,SPORADE MORA PET NO RETORNABLE 1000 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598453,11581,1158,3,3
MX|0030|1598543,ENERGIZANTE,517297,5,VOLT RED LATA 473 ML 12 PACK,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,1,F1,2026-01-12,0030,84,1598543,11551,1155,1,1
MX|0030|1598543,CAFE,76643,5,CAFE LIOFILIZADO D´GUSSTO 6GRM 20 PZAS,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,1,F1,2026-01-12,0030,84,1598543,11551,1155,2,2
MX|0030|1598659,ENERGIZANTE,522713,4,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598659,11551,1155,1,1
MX|0030|1598659,CAFE,800060,4,D GUSSTO CAFE SUPREMO VIDRIO NO RETORNABLE 50 GRS 1,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598659,11551,1155,2,2
MX|0030|1598659,ATUN,800054,4,D GUSSTO ATUN EN AGUA LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1598659,11551,1155,10,3
MX|0030|1598772,GASEOSAS,500354,2,BIG COLA 0.911ml PET NO RETORNABLE 12 PACK,BODEGA Y PARTICULARES,MINIMARKET INDEPENDIENTE,Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1598772,11551,1155,1,1
MX|0030|1599058,JUGOS LIGEROS,598901,1,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1599058,11551,1155,2,1
MX|0030|1599226,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1599226,11551,1155,1,1
MX|0030|1599392,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1599392,11551,1155,1,1
MX|0030|1600148,ENERGIZANTE,517146,1,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1600148,11581,1158,1,1
MX|0030|1600478,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1600478,11551,1155,1,1
MX|0030|1600612,ENERGIZANTE,522512,3,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1600612,11551,1155,1,1
MX|0030|1601724,JUGOS LIGEROS,523278,1,CIFRUT MORA PET NO RETORNABLE 300 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1601724,11551,1155,2,1
MX|0030|1603217,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1603217,11581,1158,1,1
MX|0030|1603255,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1603255,11551,1155,1,1
MX|0030|1603610,ENERGIZANTE,522713,1,VOLT UVA LATA 473 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1603610,11551,1155,1,1
MX|0030|1604202,ENERGIZANTE,522512,4,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1604202,11551,1155,1,1
MX|0030|1604276,BEBIDAS DEPORTIVAS,599590,1,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,1,F1,2026-01-12,0030,84,1604276,11551,1155,3,1
MX|0030|1604739,ENERGIZANTE,517140,1,VOLT GUARANA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,1,F1,2026-01-12,0030,84,1604739,11551,1155,1,1
MX|0030|1605599,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,,MODULO/PUESTO MOVIL,Irregular,2017-02-20,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1605599,11551,1155,1,1
MX|0030|1624875,ENERGIZANTE,522512,5,VOLT PONCHE DE FRUTA LATA 473 ML 12,NEGOCIOS INDEPENDIENTES,GIMNASIO TRADICIONAL,Regular,2017-03-24,old_client,BLINDAR,1,F1,2026-01-12,0030,84,1624875,11551,1155,2,1
MX|0030|1626286,ENERGIZANTE,522512,2,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-04-19,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1626286,11581,1158,1,1
MX|0030|1626289,ENERGIZANTE,522512,1,VOLT PONCHE DE FRUTA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-04-19,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1626289,11581,1158,1,1
MX|0030|1626291,ENERGIZANTE,599212,1,VOLT BLUEBERRY PET NO RETORNABLE 600 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-04-19,old_client,OPTIMIZAR,1,F1,2026-01-12,0030,84,1626291,11581,1158,1,1
